x,y,ra,dec,flux/mCrab,kind,cmosnum
1332.0,2121.0,220.53,35.441,2.1544839857651246,point,48
2655.0,3357.0,219.82,39.547,0.5861209964412811,point,48
3084.0,2068.0,216.51,37.826,0.35637010676156583,point,48
1127.0,2690.0,222.0,36.142,0.25249110320284696,point,48
1466.0,28.0,216.68,31.872,0.1708149466192171,point,48
1059.0,2665.0,222.11,35.99800000000001,0.1678220640569395,point,48
3376.0,2525.0,216.63,39.063,0.16047686832740216,point,48
814.0,2255.0,221.89,34.918,0.1238896797153025,point,48
3249.0,1657.0,215.42,37.295,0.12290391459074734,point,48
2706.0,811.0,215.24,34.999,0.12262277580071175,point,48
376.0,2130.0,230.61,27.716,0.4693950177935943,point,47
1347.0,2941.0,230.29,30.597,0.374270462633452,point,47
2962.0,3158.0,227.55,33.516,0.29535231316725985,point,47
1168.0,1031.0,227.18,27.153,0.20899644128113878,point,47
524.0,3572.0,233.01,30.276,0.20264412811387902,point,47
928.0,2916.0,231.03,29.882,0.1855338078291815,point,47
1347.0,2962.0,230.33,30.631,0.17319928825622777,point,47
1350.0,2947.0,230.3,30.61,0.16771174377224202,point,47
1752.0,3694.0,230.94,32.473,0.16363345195729537,point,47
1355.0,2973.0,230.34,30.661,0.15149110320284698,point,47
588.0,203.0,226.82,24.87,0.1510391459074733,point,47
489.0,3654.0,233.23,30.349,0.1485017793594306,point,47
2328.0,1558.0,225.88,29.84,0.14845195729537367,point,47
2964.0,3166.0,227.56,33.532,0.14730960854092526,point,47
169.0,2775.0,232.17,28.425,0.14273665480427047,point,47
931.0,2910.0,231.01,29.877,0.1403131672597865,point,47
2951.0,3211.0,227.67,33.587,0.13757295373665482,point,47
3920.0,744.0,221.29,30.833,0.12069750889679715,point,47
3463.0,3252.0,225.95,47.65600000000001,2.6171530249110324,point,46
4016.0,3285.0,224.61,48.547,0.18750177935943063,point,46
4005.0,945.0,219.71,44.40600000000001,0.16784697508896798,point,46
2462.0,37.0,221.69,40.587,0.15730960854092527,point,46
3467.0,2758.0,224.83,46.82,0.10130249110320286,point,46
438.0,2769.0,239.79,35.03,0.27960854092526694,point,45
158.0,190.0,234.96,30.717,0.23064412811387902,point,45
1710.0,809.0,233.35,34.278,0.16777580071174378,point,45
1866.0,2972.0,237.64,37.838,0.12726690391459075,point,45
3678.0,403.0,228.68,36.849,0.12322775800711745,point,45
2627.0,4043.0,238.61,40.745,0.1078896797153025,point,45
127.0,418.0,235.46,31.01,0.10083985765124555,point,45
2349.0,41.0,230.47,20.975,0.6838434163701068,point,44
2121.0,3591.0,237.4,26.068,0.4641637010676157,point,44
893.0,271.0,233.3,18.909,0.3708896797153025,point,44
156.0,868.0,235.56,18.58,0.2942135231316726,point,44
1389.0,1610.0,234.9,21.805,0.22505693950177935,point,44
531.0,1957.0,236.93,20.867,0.20367615658362992,point,44
1549.0,546.0,232.71,20.435,0.1862419928825623,point,44
1454.0,578.0,232.92,20.325,0.1636725978647687,point,44
1380.0,1607.0,234.91,21.786,0.15167259786476867,point,44
2863.0,445.0,230.31,22.461,0.1502455516014235,point,44
2129.0,3594.0,237.39,26.086,0.1176761565836299,point,44
161.0,788.0,235.41,18.466,0.11093238434163702,point,44
2013.0,1705.0,240.56,15.968,0.2907402135231317,point,43
2444.0,2384.0,241.15,17.725,0.27081138790035586,point,43
3578.0,683.0,236.28,17.160999999999998,0.19311743772241996,point,43
1897.0,1795.0,240.91,15.899,0.19204626334519576,point,43
3946.0,2278.0,238.6,20.188,0.1850640569395018,point,43
2773.0,268.0,236.8,15.153,0.16899288256227757,point,43
1267.0,783.0,240.03,13.304,0.13552313167259786,point,43
1306.0,3552.0,245.05,17.404,0.12194661921708186,point,43
1552.0,3891.0,245.31,18.327,0.12112455516014237,point,43
1984.0,2473.0,242.02,17.045,0.11425266903914591,point,43
3189.0,3532.0,243.67,33.857,4.1131672597864775,point,42
1945.0,499.0,239.59,27.23,1.9330960854092527,point,42
1370.0,51.0,239.68,25.568,0.4849110320284698,point,42
3380.0,2582.0,241.33,32.82,0.48017793594306063,point,42
564.0,1364.0,243.55,26.07,0.2857686832740214,point,42
2901.0,1119.0,239.18,29.812,0.28266903914590746,point,42
1955.0,523.0,239.62,27.283,0.2738540925266904,point,42
420.0,59.0,241.24,23.93,0.22016014234875445,point,42
3195.0,2700.0,241.9,32.669000000000004,0.19215658362989324,point,42
1492.0,2879.0,245.13,29.889,0.1841708185053381,point,42
1495.0,2881.0,245.13,29.898000000000003,0.16275444839857653,point,42
840.0,759.0,241.92,25.685,0.15108540925266906,point,42
1033.0,294.0,240.7,25.342,0.14444128113879004,point,42
3672.0,3055.0,241.81,34.024,0.14282918149466195,point,42
1492.0,102.0,239.58,25.855,0.12683985765124556,point,42
3140.0,3035.0,242.7,33.058,0.11767259786476869,point,42
1278.0,3262.0,246.28,30.039,0.11193594306049823,point,42
179.0,3660.0,254.79,20.969,0.3016797153024911,point,41
3778.0,1429.0,245.06,24.602,0.2069217081850534,point,41
4047.0,2132.0,246.04,26.072,0.16654092526690392,point,41
659.0,3580.0,253.97,21.767,0.1665338078291815,point,41
3058.0,1096.0,245.5,22.836,0.13780071174377226,point,41
1926.0,524.0,246.09,19.987,0.13424199288256228,point,41
3446.0,3938.0,250.66,27.439,0.13022064056939503,point,41
1961.0,2473.0,249.88,22.729,0.13015658362989324,point,41
306.0,3666.0,226.01,10.439,0.44170818505338083,point,40
2388.0,2516.0,220.7,12.012,0.43793594306049827,point,40
3466.0,1511.0,217.26,12.123,0.18990747330960855,point,40
937.0,1778.0,221.86,8.4591,0.16311743772241993,point,40
582.0,942.0,221.06,6.5411,0.15385765124555162,point,40
1994.0,2758.0,221.75,11.76,0.14597508896797154,point,40
3358.0,3173.0,220.19,14.645,0.14440213523131676,point,40
3575.0,868.0,216.03,11.247,0.12770818505338077,point,40
2394.0,2777.0,227.73,5.744,1.6586120996441283,point,39
2361.0,3614.0,229.18,7.0161,1.4744128113879005,point,39
2360.0,3619.0,229.19,7.0221,1.1028469750889678,point,39
1858.0,786.0,225.3,1.6947,0.374270462633452,point,39
1860.0,787.0,225.3,1.6992,0.360355871886121,point,39
2147.0,2096.0,227.0,4.2544,0.3469893238434164,point,39
2550.0,3005.0,227.86,6.3649,0.3230177935943061,point,39
1959.0,3537.0,229.69,6.2294,0.31177935943060503,point,39
3380.0,2392.0,225.52,6.7548,0.3087544483985766,point,39
1430.0,1175.0,226.62,1.6079,0.28913879003558723,point,39
2546.0,3001.0,227.86,6.3501,0.22729893238434165,point,39
208.0,1489.0,229.08,0.096674,0.1775693950177936,point,39
2165.0,3893.0,229.95,7.1331,0.12970106761565836,point,39
2347.0,3645.0,229.25,7.0407,0.12593950177935945,point,39
1665.0,1356.0,226.55,2.2833,0.1179644128113879,point,39
3745.0,3571.0,226.89,9.2234,0.11366192170818505,point,39
2098.0,2524.0,227.79,4.8542,0.10906405693950179,point,39
6.0,1550.0,229.5,-0.13914,0.10040925266903915,point,39
3944.0,1292.0,222.85,19.102,1.607153024911032,point,38
990.0,2900.0,230.57,16.811,0.2802953736654804,point,38
3996.0,2644.0,225.09,21.37,0.2686085409252669,point,38
3571.0,1378.0,223.63,18.641,0.26234519572953735,point,38
2789.0,590.0,223.62,16.102999999999998,0.25011032028469754,point,38
783.0,2772.0,230.68,16.265,0.2457508896797153,point,38
3812.0,1455.0,223.35,19.154,0.22608896797153025,point,38
2950.0,1048.0,224.12,17.104,0.18813167259786479,point,38
875.0,1915.0,229.05,15.076,0.17014590747330963,point,38
1053.0,2611.0,229.97,16.465,0.16839857651245554,point,38
1186.0,3608.0,231.5,18.241,0.145644128113879,point,38
3086.0,665.0,223.25,16.704,0.12631316725978647,point,38
258.0,3292.0,232.44,16.192,0.11368327402135232,point,38
3535.0,1328.0,223.61,18.503,0.10922775800711744,point,38
2465.0,3730.0,229.6,20.573,0.10340213523131674,point,38
2389.0,515.0,230.77,8.5974,1.2398932384341639,point,37
2195.0,152.0,230.47,7.707000000000001,0.7986120996441282,point,37
2392.0,518.0,230.77,8.6057,0.6968683274021353,point,37
1252.0,175.0,231.98,6.1624,0.2550604982206406,point,37
1420.0,831.0,232.83,7.4557,0.17449466192170818,point,37
1202.0,2995.0,236.88,10.413,0.14855516014234876,point,37
