x,y,ra,dec,flux/mCrab,kind,cmosnum
2477.0,2786.0,85.166,-20.299,1.1020284697508897,point,48
184.0,2699.0,83.541,-15.284,0.3606405693950178,point,48
4011.0,2264.0,87.666,-23.187,0.34056939501779365,point,48
2207.0,2725.0,85.086,-19.669,0.32467971530249107,point,48
3214.0,1729.0,88.21700000000001,-21.054,0.24358718861209966,point,48
1705.0,3645.0,82.57799999999997,-19.275,0.23740925266903917,point,48
526.0,320.0,89.1,-14.166,0.22607829181494662,point,48
2129.0,2801.0,84.848,-19.559,0.21254448398576514,point,48
3479.0,2737.0,86.11200000000002,-22.42,0.19192170818505336,point,48
1540.0,636.0,89.255,-16.585,0.14375800711743772,point,48
2575.0,2046.0,86.947,-19.936,0.14062989323843417,point,48
2532.0,3065.0,84.569,-20.631,0.14061565836298934,point,48
3210.0,1730.0,88.209,-21.047,0.13213879003558718,point,48
834.0,1640.0,86.425,-15.87,0.12626690391459075,point,48
3034.0,4061.0,82.661,-22.453000000000007,0.11800000000000001,point,48
1741.0,107.0,90.603,-16.581,0.11398576512455517,point,48
155.0,3788.0,81.08,-16.022000000000002,0.11097508896797154,point,48
170.0,1390.0,83.275,-5.4408330000000005,2.7295161633067693,b'Galactic-Star'b'OrionNebula',47
2627.0,2926.0,81.77,-11.901,2.3991103202846977,point,47
227.0,1159.0,83.819,-5.3889,2.2448042704626334,point,47
449.0,1218.0,83.86,-5.91,1.494946619217082,point,47
116.0,1144.0,83.76700000000002,-5.1385,0.32016014234875445,point,47
2444.0,511.0,86.939,-9.6696,0.3133879003558719,point,47
1704.0,3829.0,79.09,-10.561,0.2556049822064057,point,47
898.0,1778.0,82.98200000000001,-7.3004,0.24836654804270464,point,47
142.0,1081.0,83.925,-5.1487,0.24051601423487548,point,47
1813.0,1336.0,84.647,-8.9443,0.21705338078291814,point,47
2662.0,2336.0,83.102,-11.536,0.21175800711743775,point,47
1444.0,2677.0,81.42699999999998,-9.1519,0.17800355871886123,point,47
1244.0,3761.0,78.902,-9.5141,0.17445551601423487,point,47
455.0,4056.0,77.685,-8.0197,0.1691779359430605,point,47
3250.0,2774.0,82.584,-13.134,0.16178647686832742,point,47
473.0,1273.0,83.758,-6.004,0.15683985765124556,point,47
2899.0,3865.0,79.896,-13.177,0.1541743772241993,point,47
1845.0,3312.0,80.33,-10.49,0.14505338078291818,point,47
856.0,2700.0,80.937,-7.8956,0.13173309608540926,point,47
204.0,1244.0,83.618,-5.404,0.13127758007117438,point,47
612.0,2771.0,80.602,-7.4215,0.1203879003558719,point,47
1219.0,2724.0,81.156,-8.7005,0.11300711743772242,point,47
128.0,1432.0,83.15299999999998,-5.3816,0.11059074733096086,point,47
1065.0,1467.0,83.788,-7.4261,0.10669039145907475,point,47
1909.0,2168.0,76.707,-21.584,0.6677935943060499,point,46
710.0,420.0,79.852,-17.746,0.2350284697508897,point,46
800.0,3329.0,73.206,-19.918,0.17423843416370108,point,46
1976.0,2687.0,75.532,-22.08,0.15496797153024913,point,46
3839.0,1583.0,79.57600000000002,-25.373,0.14980782918149468,point,46
3840.0,4081.0,73.506,-27.061,0.1439857651245552,point,46
2878.0,2130.0,77.51899999999998,-23.673,0.11287900355871885,point,46
735.0,2589.0,74.884,-19.295,0.10986120996441281,point,46
1763.0,3255.0,74.036,-21.985,0.10637722419928826,point,46
2806.0,1875.0,78.072,-23.339,0.10445195729537367,point,46
923.0,3844.0,72.085,-20.511,0.10293594306049823,point,46
2114.0,348.0,78.074,-11.867,0.7397508896797154,point,45
1051.0,1418.0,74.96,-10.262,0.43946619217081856,point,45
391.0,3858.0,69.092,-10.374,0.41925266903914593,point,45
3481.0,3490.0,71.90100000000002,-16.936,0.357153024911032,point,45
3573.0,2993.0,73.09899999999998,-16.824,0.3052064056939502,point,45
1581.0,1159.0,75.898,-11.251,0.29126334519572955,point,45
3946.0,855.0,78.23100000000002,-16.207,0.27274733096085413,point,45
1084.0,2879.0,71.71600000000002,-11.283,0.2097758007117438,point,45
1154.0,4023.0,69.197,-12.151,0.2030996441281139,point,45
455.0,2.0,77.685,-8.0197,0.1691779359430605,point,45
741.0,3127.0,70.942,-10.685,0.16803914590747332,point,45
3347.0,3339.0,72.157,-16.547,0.16655160142348754,point,45
375.0,1330.0,74.704,-8.7248,0.14434875444839856,point,45
1056.0,916.0,76.081,-9.9398,0.1368896797153025,point,45
2891.0,2401.0,73.99,-14.946,0.13606049822064056,point,45
868.0,2000.0,73.54,-10.242,0.13530604982206407,point,45
4035.0,2378.0,74.824,-17.433,0.11643772241992882,point,45
3488.0,2650.0,73.827,-16.415,0.10619217081850534,point,45
1455.0,2456.0,79.0478,-0.1502,3.146872671482106,b'ExtraGalactic-AGN'b'Ark120',44
3256.0,46.0,85.540577,-2.4274197,2.3251470397304055,b'Galactic-Star'b'ZetaOri',44
2033.0,827.0,83.00200000000002,-0.29863,1.5951601423487547,point,44
3006.0,129.0,85.189,-1.9418,1.2300000000000002,point,44
2546.0,507.0,84.054,-1.1997,0.9133807829181496,point,44
2852.0,3642.0,77.40899999999998,-4.01,0.6382206405693951,point,44
3209.0,429.0,84.677,-2.5903,0.6005338078291815,point,44
3196.0,1187.0,83.015,-3.0851,0.5642348754448399,point,44
1153.0,352.0,83.436,1.9453,0.5324199288256227,point,44
101.0,3939.0,74.898,1.7837,0.5272241992882563,point,44
1549.0,2954.0,78.024,-0.6967800000000001,0.43733096085409257,point,44
3213.0,426.0,84.686,-2.5975,0.4336654804270463,point,44
2972.0,3504.0,77.792,-4.1804,0.4230249110320285,point,44
2957.0,890.0,83.499,-2.3592,0.3895729537366549,point,44
921.0,2346.0,78.92399999999998,1.0913,0.3758362989323844,point,44
635.0,2528.0,78.33,1.5904,0.26685765124555166,point,44
1289.0,972.0,82.177,1.2269,0.25058718861209966,point,44
447.0,3775.0,75.486,1.1457,0.20571174377224202,point,44
3256.0,2942.0,79.21600000000002,-4.4173,0.20367615658362992,point,44
1559.0,898.0,82.523,0.68917,0.2003523131672598,point,44
3420.0,1328.0,82.86200000000002,-3.6709,0.19957651245551603,point,44
