x,y,ra,dec,flux/mCrab,kind,cmosnum
3079.0,1262.0,340.7388,44.7217,5.433924709396343,b'Galactic-Compact-Binary-NS'b'AglJ2241+4454',48
2806.0,1049.0,341.71,44.335,5.0199288256227765,point,48
894.0,2428.0,347.49,47.959,1.7258718861209965,point,48
3658.0,3427.0,337.53,49.356,0.6683274021352313,point,48
559.0,2598.0,348.6,48.399,0.5403558718861211,point,48
3534.0,1661.0,339.07,45.445,0.26043060498220644,point,48
357.0,203.0,349.67,42.962,0.21159074733096087,point,48
1793.0,4083.0,343.75,51.525,0.19825622775800714,point,48
3703.0,3214.0,337.52,48.858,0.18016370106761567,point,48
103.0,691.0,350.4,44.097,0.14615302491103202,point,48
268.0,153.0,349.95,42.857,0.1379964412811388,point,48
2244.0,3219.0,342.54,49.437,0.13113167259786476,point,48
2732.0,989.0,341.97,44.222,0.11902135231316727,point,48
1352.0,1296.0,346.28,45.29,0.11720284697508898,point,48
3011.0,943.0,341.12,44.026,0.11503202846975089,point,48
995.0,189.0,347.69,42.837,0.10344483985765125,point,48
2951.0,1713.0,354.39,46.46,8.920640569395019,point,47
887.0,4003.0,2.0762,51.389,0.8937366548042704,point,47
2338.0,4025.0,356.77,51.705,0.5165836298932382,point,47
844.0,580.0,0.99667,43.6,0.2876334519572954,point,47
2919.0,1599.0,354.49,46.199,0.2535266903914591,point,47
732.0,2505.0,2.0259,47.95,0.23247330960854096,point,47
2113.0,3999.0,357.59,51.621,0.1905978647686833,point,47
642.0,648.0,1.6544,43.706,0.15279359430604983,point,47
3572.0,2070.0,352.31,47.279,0.14594661921708185,point,47
2595.0,724.0,355.48,44.18,0.14140925266903914,point,47
3472.0,1484.0,352.67,45.941,0.13126334519572955,point,47
911.0,1383.0,1.0376,45.44,0.1146761565836299,point,47
3282.0,4038.0,353.29,51.78,0.10152669039145908,point,47
1020.0,3148.0,345.29,58.878,12.257651245551601,point,46
1672.0,3100.0,342.47,58.575,3.4927402135231316,point,46
2982.0,2963.0,337.0,57.69600000000001,0.8425266903914592,point,46
1974.0,2957.0,341.27,58.143,0.45163701067615664,point,46
2756.0,2432.0,338.42,56.622,0.3269928825622776,point,46
4006.0,2849.0,332.95,56.838,0.24662633451957294,point,46
648.0,542.0,347.79,53.023,0.2213167259786477,point,46
308.0,3411.0,348.35,59.61600000000001,0.21682918149466193,point,46
1793.0,4.0,343.75,51.525,0.19825622775800714,point,46
4027.0,1868.0,333.98,54.67100000000001,0.181846975088968,point,46
2495.0,779.0,340.71,53.023,0.1361672597864769,point,46
3852.0,3031.0,350.86,58.81100000000001,73.80071174377224,point,45
1412.0,2983.0,1.5623,58.43600000000001,0.46441281138790036,point,45
2400.0,2590.0,357.14,57.752,0.2938256227758007,point,45
1441.0,3838.0,1.9263,60.381,0.28577224199288254,point,45
1289.0,3315.0,2.2922,59.151,0.2551957295373666,point,45
698.0,1950.0,3.9225,55.862,0.18258007117437725,point,45
1732.0,2729.0,0.056036,57.942,0.17061565836298934,point,45
725.0,3399.0,4.8317,59.14,0.16458362989323846,point,45
493.0,2578.0,5.1965,57.198,0.16279003558718863,point,45
2357.0,1217.0,356.98,54.607,0.14927402135231319,point,45
