x,y,ra,dec,flux/mCrab,kind,cmosnum
2011.0,2470.0,320.56,-16.834,0.6935943060498221,point,48
649.0,529.0,325.39,-14.046,0.4172241992882562,point,48
894.0,918.0,324.44,-14.547,0.33332028469750896,point,48
3659.0,626.0,324.72,-20.899,0.3320249110320285,point,48
3216.0,3629.0,317.52,-19.335,0.32126690391459073,point,48
454.0,1318.0,323.57,-13.483,0.21992526690391462,point,48
1516.0,661.0,324.95,-16.004,0.20744483985765128,point,48
456.0,1363.0,323.46,-13.48,0.19583274021352315,point,48
2057.0,3988.0,316.94,-16.618,0.1567473309608541,point,48
3329.0,1062.0,323.71,-20.085,0.13550889679715303,point,48
2244.0,1334.0,323.24,-17.566,0.12476512455516015,point,48
1306.0,3576.0,318.09,-15.0,0.1127153024911032,point,48
2700.0,3844.0,318.03858,-8.826889999999997,4.097795960304187,b'Galactic-Compact-Binary-WD'b'VYAqr',47
2718.0,1738.0,322.9,-9.257,0.409252669039146,point,47
3379.0,2601.0,320.78,-10.614,0.36615658362989334,point,47
1640.0,3236.0,319.64,-6.5277,0.19948754448398578,point,47
3968.0,1645.0,322.9,-12.122,0.16375088967971532,point,47
3381.0,979.0,324.55,-10.894,0.13795017793594305,point,47
3476.0,3377.0,318.97,-10.687,0.1291032028469751,point,47
4019.0,2121.0,321.78,-12.156,0.11377935943060499,point,47
2982.0,173.0,326.48,-10.105,0.11377580071174379,point,47
3764.0,2414.0,321.14,-11.523,0.11305693950177936,point,47
617.0,690.0,325.65,-4.6325,0.11104982206405695,point,47
2395.0,1141.0,313.95,-17.115,1.107829181494662,point,46
2421.0,1112.0,314.01,-17.182000000000002,0.16467259786476868,point,46
889.0,80.0,316.8,-13.925,0.15493594306049824,point,46
1543.0,2769.0,310.32,-14.76,0.13407473309608542,point,46
517.0,68.0,316.9,-13.083,0.13388256227758008,point,46
2619.0,1359.0,313.37,-17.574,0.12922775800711744,point,46
2794.0,1894.0,312.05,-17.84,0.1271672597864769,point,46
1221.0,955.0,314.67,-14.487,0.11238790035587189,point,46
3834.0,2709.0,309.79,-19.98,0.10016014234875446,point,46
3841.0,2674.0,311.0407,-10.7235,2.4546423763092995,b'ExtraGalactic-AGN'b'Mrk509',45
3097.0,45.0,317.29,-9.6706,1.370284697508897,point,45
1204.0,368.0,316.99,-5.2955,0.6812455516014235,point,45
817.0,320.0,317.19,-4.4276,0.47594306049822066,point,45
378.0,2829.0,311.59,-2.8137,0.29940213523131676,point,45
2055.0,2351.0,312.25,-6.747999999999999,0.2747188612099644,point,45
1137.0,1599.0,314.2,-4.8458,0.22478647686832742,point,45
342.0,2677.0,311.94,-2.7695,0.19028825622775802,point,45
3506.0,2689.0,311.09,-9.9599,0.16586476868327402,point,45
3852.0,3989.0,308.01,-10.389,0.1356405693950178,point,45
578.0,285.0,317.33,-3.8932,0.13530960854092527,point,45
2595.0,1694.0,313.62,-8.1432,0.11819928825622776,point,45
2157.0,2171.0,312.63,-7.0246,0.11538434163701068,point,45
