x,y,ra,dec,flux/mCrab,kind,cmosnum
1093.0,1476.0,288.798333,10.945556,903.8365908347756,b'Galactic-Compact-Binary-BH'b'GRS1915+105',48
606.0,3222.0,292.79083,9.61778,8.957628380435184,b'ExtraGalactic-AGN'b'2FGLJ1931.1+0938',48
379.0,828.0,287.2212,9.3847,7.458529676468707,b'Galactic-Compact-Binary-BH'b'XTEJ1908+094',48
4019.0,3754.0,294.57,17.314,0.7693950177935943,point,48
2573.0,2566.0,291.54,14.2,0.6016725978647687,point,48
268.0,1075.0,287.78,9.1065,0.5833451957295374,point,48
3529.0,1735.0,289.69,16.487000000000002,0.5516725978647686,point,48
3519.0,2910.0,292.49,16.312,0.5049822064056939,point,48
1925.0,2698.0,291.76,12.7,0.4241637010676157,point,48
1537.0,607.0,286.82,12.050999999999998,0.30638790035587193,point,48
2321.0,379.0,286.36,13.863,0.2574021352313167,point,48
2237.0,894.0,287.56,13.624,0.24204982206405692,point,48
3381.0,3598.0,294.1,15.892,0.23993594306049823,point,48
1861.0,2833.0,292.07,12.535,0.22325622775800713,point,48
655.0,2304.0,290.67,9.8492,0.21888256227758007,point,48
2492.0,33.0,285.56,14.279000000000002,0.18735587188612102,point,48
1331.0,3013.0,292.41,11.299,0.1746298932384342,point,48
3692.0,1071.0,287.7,7.5961,7.31191798719651,b'Galactic-Compact-Binary-NS/BH'b'4U1909+07',47
2556.0,1239.0,287.9565,4.9826667,4.658652893056764,b'Galactic-Compact-Binary-NS/BH'b'SS433',47
3476.0,731.0,286.89,7.1379,1.5962633451957298,point,47
3476.0,727.0,286.89,7.1381,1.5182918149466191,point,47
634.0,1273.0,287.816667,0.585,1.2562278730999465,b'Galactic-Compact-Binary-NS'b'AqlX-1',47
3019.0,908.0,287.25,6.0774,0.3713523131672598,point,47
1526.0,244.0,285.57,2.7386,0.3649822064056939,point,47
954.0,207.0,285.42,1.4386,0.3277153024911032,point,47
1817.0,2767.0,291.37,3.1113,0.26593950177935943,point,47
3085.0,3362.0,292.9,5.9352,0.255270462633452,point,47
2422.0,2334.0,290.46,4.5479,0.15967971530249112,point,47
656.0,1333.0,287.96,0.62974,0.1514199288256228,point,47
2146.0,3574.0,293.26,3.7633,0.13041992882562278,point,47
1788.0,3854.0,293.85,2.911,0.12519217081850534,point,47
463.0,1870.0,289.16,0.12617,0.10246619217081851,point,47
1723.0,2101.0,299.85083,11.70972,47.027800508577684,b'Galactic-Compact-Binary-BH'b'4U1957+115',46
3739.0,2851.0,302.0,16.166,0.7003914590747331,point,46
1241.0,1562.0,298.51,10.7,0.255711743772242,point,46
3529.0,2917.0,302.11,15.675999999999998,0.18070818505338077,point,46
589.0,978.0,297.05,9.3071,0.16386476868327404,point,46
415.0,1268.0,297.7,8.8656,0.1525017793594306,point,46
3468.0,1884.0,299.65,15.732,0.1500035587188612,point,46
349.0,1320.0,297.81,8.7052,0.14719928825622774,point,46
1685.0,2152.0,299.96,11.614,0.13554804270462634,point,46
1098.0,357.0,295.69,10.561,0.1236049822064057,point,46
1221.0,2631.0,300.99,10.468,0.12322419928825623,point,46
7.0,2314.0,300.04,7.7602,0.11298220640569397,point,46
3595.0,2527.0,301.2,15.902,0.10574377224199288,point,46
145.0,414.0,295.69,8.3827,0.10232028469750891,point,46
305.0,2059.0,298.8,-0.84193,0.5678647686832741,point,45
2449.0,890.0,296.49,4.248,0.5648042704626334,point,45
3651.0,3486.0,302.64,6.5361,0.5304626334519572,point,45
2943.0,3558.0,302.68,4.9135,0.5209964412811389,point,45
1086.0,1165.0,296.89,1.0893,0.25050177935943063,point,45
3466.0,1836.0,298.83,6.4110000000000005,0.23599644128113878,point,45
3918.0,2763.0,301.04,7.2766,0.2328612099644128,point,45
939.0,3472.0,302.13,0.35961,0.1640320284697509,point,45
1006.0,2007.0,298.8,0.76298,0.13379359430604984,point,45
4096.0,2314.0,300.04,7.7602,0.11298220640569397,point,45
2271.0,1722.0,298.36,3.7016,0.1032135231316726,point,45
1661.0,2024.0,298.95,2.2568,0.10284697508896799,point,45
2200.0,2277.0,289.6990830000001,-5.2364440000000005,15.16747250986259,b'Galactic-Compact-Binary-NS'b'4U1916-053',44
3831.0,960.0,286.99,-1.2802,0.17838434163701067,point,44
2488.0,1859.0,288.79,-4.5026,0.1602846975088968,point,44
2135.0,2471.0,290.13,-5.417000000000001,0.14834163701067615,point,44
2219.0,2701.0,290.67,-5.2664,0.12857651245551602,point,44
751.0,2040.0,288.89,-8.5019,0.12438434163701068,point,44
683.0,2370.0,289.64,-8.7139,0.10708185053380782,point,44
2386.0,3018.0,290.74,-14.259,0.6634875444839857,point,43
148.0,2015.0,287.94,-19.188,0.4009608540925268,point,43
2044.0,3790.0,292.51,-15.158,0.20722775800711746,point,43
798.0,3788.0,292.32,-17.998,0.18065480427046263,point,43
1473.0,865.0,285.47,-15.937,0.16997153024911033,point,43
123.0,2637.0,289.44,-19.358,0.16565480427046264,point,43
176.0,1981.0,287.86,-19.117,0.15149466192170818,point,43
1995.0,2748.0,290.04,-15.107,0.13317793594306052,point,43
2781.0,2422.0,289.41,-13.255999999999998,0.12973309608540926,point,43
1998.0,492.0,294.91,-6.0637,0.29423843416370105,point,42
154.0,923.0,295.67,-10.325,0.285932384341637,point,42
95.0,656.0,295.05,-10.425,0.25651601423487547,point,42
1176.0,1616.0,297.4,-8.08,0.15649110320284698,point,42
3623.0,3158.0,301.21,-2.6539,0.14528113879003557,point,42
2977.0,2452.0,299.52,-4.0529,0.1285693950177936,point,42
2203.0,1356.0,296.92,-5.6992,0.12565124555160143,point,42
1617.0,1148.0,296.37,-7.0149,0.11841992882562279,point,42
2433.0,2135.0,298.28,-14.603,0.31722775800711744,point,41
1541.0,1181.0,295.9,-16.524,0.15837722419928826,point,41
590.0,352.0,293.77,-18.566,0.12493238434163702,point,41
2045.0,190.0,293.63,-15.224,0.12139501779359431,point,41
3169.0,3397.0,301.32,-13.043,0.1037508896797153,point,41
2843.0,980.0,268.36775,-1.451694,38.26254263287871,b'Galactic-Compact-Binary-BH'b'SwiftJ1753.5-0127',40
3931.0,2011.0,271.03,0.7041,0.37217081850533806,point,40
1975.0,1867.0,270.12,-3.6899,0.21332740213523133,point,40
1830.0,2393.0,271.27,-4.1769,0.19305338078291817,point,40
1859.0,2824.0,272.26,-4.239,0.14118149466192173,point,40
2039.0,2146.0,270.77,-3.6278,0.12434875444839859,point,40
2614.0,3901.0,273.78,-12.095,2.4348398576512458,point,39
1578.0,24.0,264.44,-13.246,1.858967971530249,point,39
643.0,148.0,264.4,-15.399,0.8464056939501781,point,39
1726.0,4054.0,273.89,-14.151,0.40558718861209964,point,39
838.0,3308.0,271.89,-15.964,0.39661921708185055,point,39
2098.0,393.0,265.48,-12.199000000000002,0.28359074733096085,point,39
3171.0,3542.0,273.1,-10.733,0.23323487544483987,point,39
387.0,3346.0,271.84,-16.995,0.20787900355871886,point,39
3658.0,4028.0,274.35,-9.7638,0.19776868327402136,point,39
752.0,2125.0,269.07,-15.811,0.17075800711743772,point,39
2545.0,265.0,265.34,-11.146,0.11158718861209965,point,39
3918.0,310.0,276.34175,-0.011944,36.52104706049734,b'Galactic-Compact-Binary-NS/BH'b'H1822-000',38
3134.0,2916.0,282.0738,-2.4203,17.65919921635651,b'Galactic-Compact-Binary-Pulsar'b'GS1843-02',38
2866.0,3053.0,282.3212,-3.0622,9.347239878139716,b'Galactic-Compact-Binary-BH'b'EXO1846-031',38
2812.0,2950.0,282.075,-3.161,7.6197325471292885,b'Galactic-Compact-Binary-Pulsar'b'IGRJ18483-0311',38
1672.0,2271.0,280.2518,-5.5963,6.790016941317388,b'Galactic-Compact-Binary-NS/BH'b'IGRJ18410-0535',38
2512.0,2466.0,280.899,-3.7296,6.525268536622741,b'Galactic-Compact-Binary-Pulsar'b'SwiftJ1843.5-0343',38
3136.0,3709.0,283.8767,-2.6047,3.5312893164503842,b'Galactic-Compact-Binary-Pulsar'b'XTEJ1855-026',38
