x,y,ra,dec,flux/mCrab,kind,cmosnum
3719.0,2964.0,212.28,-45.286,6.209608540925267,point,48
2567.0,3411.0,212.6868,-42.4757,4.499695742224523,b'ExtraGalactic-AGN'b'2MASXJ14104482-4228325',48
461.0,3414.0,215.46,-38.149,1.0418861209964412,point,48
71.0,1827.0,220.16,-38.783,0.8584341637010677,point,48
3382.0,414.0,220.4,-47.011,0.5613167259786478,point,48
114.0,1505.0,220.99,-39.147,0.4029537366548043,point,48
2442.0,1755.0,217.55,-43.844,0.36056939501779356,point,48
4084.0,44.0,220.68,-48.802,0.3386975088967972,point,48
2703.0,2204.0,215.91,-43.967,0.3162099644128114,point,48
3183.0,1766.0,216.55,-45.38399999999999,0.2450604982206406,point,48
3507.0,1070.0,218.21,-46.703,0.23947686832740214,point,48
1900.0,2162.0,217.07,-42.333,0.19711387900355873,point,48
947.0,4051.0,213.17,-38.514,0.17454804270462634,point,48
2101.0,3185.0,213.95,-41.754,0.17228825622775804,point,48
1218.0,3683.0,213.78,-39.439,0.15626690391459075,point,48
64.0,3296.0,216.25,-37.442,0.15551957295373664,point,48
104.0,120.0,224.85,-40.222,0.14995373665480427,point,48
3895.0,1368.0,216.77,-47.239,0.14216725978647687,point,48
2154.0,945.0,220.28,-43.955,0.13808540925266907,point,48
703.0,306.0,223.73,-41.369,0.1371779359430605,point,48
1904.0,1235.0,219.73,-43.176,0.1357544483985765,point,48
1386.0,1609.0,219.27,-41.752,0.13357651245551602,point,48
2693.0,3367.0,212.63,-42.779,0.13140569395017795,point,48
1934.0,1236.0,219.69,-43.237,0.13087188612099646,point,48
1925.0,1595.0,218.66,-42.904,0.12827046263345196,point,48
947.0,4044.0,213.19,-38.521,0.12788256227758008,point,48
3471.0,3098.0,212.26,-44.642,0.12604270462633452,point,48
2666.0,1831.0,217.04,-44.244,0.1161459074733096,point,48
2327.0,1811.0,217.54,-43.553,0.1081067615658363,point,48
904.0,431.0,223.16,-41.70399999999999,0.10391459074733096,point,48
2389.0,448.0,221.48,-44.87,0.10270106761565836,point,48
3916.0,1799.0,215.43,-46.871,0.10185409252669039,point,48
3485.0,3842.0,215.62,-35.539,0.5997508896797152,point,47
2756.0,1043.0,223.73,-36.434,0.2675871886120997,point,47
3107.0,1542.0,222.04,-36.787,0.2580711743772242,point,47
